experience,num_languages,num_frameworks,country_Australia,country_Brazil,country_Canada,country_France,country_Germany,country_India,country_Japan,country_Singapore,country_UK,country_USA,education_Bachelors,education_High School,education_Masters,education_PhD,education_Some College,education_Unknown,company_size_1-10,company_size_1001-5000,company_size_11-50,company_size_201-1000,company_size_5000+,company_size_51-200,salary_usd
0.36241762416249745,0.4621907180033198,0.45476484551706825,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,122189.0
1.5966506598340857,0.4621907180033198,-2.198938659963918,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,147754.0
1.4203316547381446,0.4621907180033198,0.45476484551706825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,220819.0
-1.488931929344885,0.4621907180033198,0.45476484551706825,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31943.0
-0.1665393911253261,0.4621907180033198,0.45476484551706825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,166442.0
0.36241762416249745,0.4621907180033198,0.45476484551706825,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,121414.0
-1.488931929344885,0.4621907180033198,0.45476484551706825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79820.0
0.5387366292584387,0.4621907180033198,0.45476484551706825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,170805.0
-0.2546988936732967,0.4621907180033198,0.45476484551706825,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,113387.0
0.891374639450321,0.4621907180033198,-2.198938659963918,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,174312.0
